State,District,Block/Tehsil,Village,No. of Surface Flow Schemes Permanently not in use due to - Salinity,No. of Surface Flow Schemes Permanently not in use due to - Dried up,No. of Surface Flow Schemes Permanently not in use due to - Destroyed beyond repair,No. of Surface Flow Schemes Permanently not in use due to - Sinking,No. of Surface Flow Schemes Permanently not in use due to - Other reasons
KARNATAKA,Bangalore Rural,Nelamangala,Hanchipura,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Cheelenahalli,0,0,0,0,1
KARNATAKA,Mysore,Krishnarajanagara,Karpuravalli,0,0,0,0,1
KARNATAKA,Chikkaballapura,Chintamani,Yerramantapalli,0,0,0,0,3
KARNATAKA,Mandya,Mandya,Shivapura,0,1,0,0,0
KARNATAKA,Mandya,Mandya,Hanaganahalli,1,3,0,0,0
KARNATAKA,Chikkaballapura,Bagepalli,Nallasanampalli,0,0,0,0,1
KARNATAKA,Mandya,Pandavapura,Nallahalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Somathanahalli,0,0,0,0,4
KARNATAKA,Bangalore Rural,Devanahalli,Haralur Nagenahalli,0,0,1,0,0
KARNATAKA,Tumkur,Gubbi,Muddanahalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Nelamangala,Bettahalli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Devanahalli,Bullahalli,0,0,1,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Melinajuganahalli,0,0,0,0,1
KARNATAKA,Chikkaballapura,Gudibanda,Kadirisettihalli,0,0,0,0,1
KARNATAKA,Kodagu,Somvarpet,Kalakandur,0,0,11,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Dasenahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Tadasigatta,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Minnapura,0,0,0,0,1
KARNATAKA,Uttara Kannada,Sirsi,Karsulli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Devanahalli,Gururayana Hosur,0,0,1,0,0
KARNATAKA,Tumkur,Gubbi,Ammanahalli,0,1,0,0,0
KARNATAKA,Chikmagalur,Tarikere,Kenchikoppa,0,4,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Kolipura,0,0,0,0,1
KARNATAKA,Kodagu,Somvarpet,Kajur,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Channaveeranahalli,0,0,1,0,0
KARNATAKA,Tumkur,Pavagada,Bheemanakunte,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Kilarlahalli,0,0,1,0,0
KARNATAKA,Bangalore Rural,Nelamangala,Narasipura,0,0,0,0,1
KARNATAKA,Yadgir,Shorapur,Manjlapur,0,3,0,0,0
KARNATAKA,Ramanagara,Channapatna,Sogala,0,1,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Kavadedasarahalli,0,0,0,0,1
KARNATAKA,Mysore,Tirumakudal - Narsipur,Yaraganahalli,1,0,0,0,0
KARNATAKA,Tumkur,Gubbi,Madenahalli,0,0,0,0,1
KARNATAKA,Tumkur,Tiptur,Huchagondanahalli,0,1,0,0,0
KARNATAKA,Bangalore,Bangalore South,Byalalu,0,1,0,0,0
KARNATAKA,Raichur,Raichur,Lingankhan Doddi,0,5,1,0,1
KARNATAKA,Kodagu,Somvarpet,Koragallu,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Chikka Tumkur,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Tapasihalli,0,0,0,0,2
KARNATAKA,Chikmagalur,Chikmagalur,Karthikere,0,1,0,0,0
KARNATAKA,Chikmagalur,Chikmagalur,Govindapura,0,1,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Gangavara Chowdappana  Halli,0,0,0,0,5
KARNATAKA,Bangalore Rural,Nelamangala,Kenchanahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Nijagal Kempohalli,0,0,0,0,1
KARNATAKA,Kolar,Bangarapet,Honnenahalli,0,0,0,0,1
KARNATAKA,Bangalore,Anekal,Ragihalli,0,1,0,0,0
KARNATAKA,Mysore,Piriyapatna,Kithoor,0,0,0,0,9
KARNATAKA,Bangalore Rural,Dod Ballapur,Veerapura,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,Jodi Karapura,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Kurubarahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Chikkavadagere,0,0,0,0,1
KARNATAKA,Chikkaballapura,Bagepalli,Devaragudipalli,1,0,0,0,0
KARNATAKA,Chikmagalur,Kadur,Chattanahalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Setterahalli,0,0,0,0,1
KARNATAKA,Kolar,Bangarapet,Thamatamakanahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Chowdena Halli,0,0,0,0,6
KARNATAKA,Bangalore Rural,Nelamangala,Mallarabanavadi,0,0,0,0,3
KARNATAKA,Tumkur,Gubbi,Nandihalli C.,0,1,0,0,0
KARNATAKA,Bangalore Rural,Nelamangala,Kambal,0,0,0,0,1
KARNATAKA,Chikkaballapura,Bagepalli,Abakavaripalli,0,1,0,0,0
KARNATAKA,Mandya,Mandya,Manuganahalli,0,1,0,0,0
KARNATAKA,Tumkur,Gubbi,Santhenahalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Hire Amanikere,0,0,0,0,1
KARNATAKA,Kolar,Srinivaspur,Kadirampalli,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Manikuppe,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Naranahalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Gowdanakunte,0,0,1,0,0
KARNATAKA,Chikkaballapura,Gudibanda,Chikkakurubarahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Maragondanahalli,0,0,0,0,1
KARNATAKA,Tumkur,Pavagada,Kannamedi,0,0,0,0,1
KARNATAKA,Bangalore,Bangalore South,Sulivara,0,0,0,0,1
KARNATAKA,Kolar,Bangarapet,Kallikuppa,1,0,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Appkarenahalli,0,0,0,0,1
KARNATAKA,Mysore,Hunsur,Chilkunda,0,0,0,0,17
KARNATAKA,Kodagu,Somvarpet,Doddakolathur,0,0,0,0,9
KARNATAKA,Bangalore,Bangalore North,Kadabagere,0,2,0,0,0
KARNATAKA,Kodagu,Somvarpet,Hulse,0,0,0,0,4
KARNATAKA,Kodagu,Somvarpet,Hebbulse,0,0,0,0,5
KARNATAKA,Chikkaballapura,Bagepalli,Krishnapura,0,1,0,0,0
KARNATAKA,Tumkur,Tumkur,Haralur,0,1,0,0,0
KARNATAKA,Tumkur,Madhugiri,Basavanahalli,0,1,0,0,0
KARNATAKA,Mandya,Mandya,Jeegundipatna,0,0,0,1,0
KARNATAKA,Chikmagalur,Chikmagalur,Hadihalli,0,6,0,0,0
KARNATAKA,Tumkur,Gubbi,Muginahunase,0,1,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Heggadihalli,0,1,0,0,1
KARNATAKA,Chikkaballapura,Bagepalli,Bathalavarapalli,0,1,0,0,0
KARNATAKA,Kolar,Mulbagal,Avani,0,3,1,0,0
KARNATAKA,Belgaum,Bailahongal,Chikkanadihalli,1,0,0,0,0
KARNATAKA,Mysore,Hunsur,Abburu,0,0,0,0,5
KARNATAKA,Bangalore Rural,Devanahalli,Gokare,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Bennegere,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Shivapura Amanikere,0,0,0,0,2
KARNATAKA,Tumkur,Gubbi,Kurubarahalli,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Kondli,0,1,0,0,0
KARNATAKA,Tumkur,Gubbi,Ankasandra,0,1,0,0,0
KARNATAKA,Chikmagalur,Mudigere,Phalguni,0,8,0,0,0
KARNATAKA,Uttara Kannada,Yellapur,Yallapura,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Aralamallige,0,0,1,0,0
KARNATAKA,Uttara Kannada,Sirsi,Mundagesar,0,0,0,0,4
KARNATAKA,Chikmagalur,Chikmagalur,Dambadahalli,0,1,0,0,0
KARNATAKA,Kolar,Srinivaspur,Kotekallur,0,0,0,0,2
KARNATAKA,Chamarajanagar,Chamarajanagar,H.Mookahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Janardanahalli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,Ujjani,0,0,1,0,0
KARNATAKA,Chikmagalur,Chikmagalur,Bigganahalli,0,5,0,0,0
KARNATAKA,Mandya,Pandavapura,Seeranahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Mylathpura,0,0,0,0,1
KARNATAKA,Bangalore Rural,Devanahalli,Thimmegowdana Hosahalli,0,0,0,0,1
KARNATAKA,Tumkur,Tumkur,Byrasandra,0,1,0,0,0
KARNATAKA,Chikkaballapura,Chintamani,Naravamakalahalli,0,0,0,0,1
KARNATAKA,Mandya,Pandavapura,Moodanahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Doddatholur,0,0,0,0,2
KARNATAKA,Kolar,Mulbagal,Balla,0,0,0,0,1
KARNATAKA,Chikmagalur,Mudigere,Gowdahalli,0,1,0,0,0
KARNATAKA,Chikmagalur,Chikmagalur,Tagadoor,0,2,0,0,0
KARNATAKA,Chikkaballapura,Chintamani,Kagathi,0,0,0,0,3
KARNATAKA,Bangalore Rural,Dod Ballapur,Akkathammanahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Arehalli Guddadahalli,0,0,0,0,1
KARNATAKA,Chikmagalur,Kadur,Chikkanayakanahalli,0,1,0,0,0
KARNATAKA,Tumkur,Pavagada,Arasikere,0,0,0,0,2
KARNATAKA,Tumkur,Pavagada,Gummagatta,0,0,0,0,3
KARNATAKA,Bangalore Rural,Dod Ballapur,Gulyanandigunda,0,0,0,0,1
KARNATAKA,Kodagu,Somvarpet,Urugutti,0,0,0,0,2
KARNATAKA,Chikkaballapura,Bagepalli,Nimmakayilapalli,0,0,0,0,3
KARNATAKA,Chikkaballapura,Chintamani,Bachuvarihalli,0,0,0,0,2
KARNATAKA,Mysore,Krishnarajanagara,Hosakote,0,0,0,0,11
KARNATAKA,Tumkur,Gubbi,Hagalavadi,0,0,0,0,1
KARNATAKA,Bangalore Rural,Devanahalli,Uganavadi,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Chindigere,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Gunjur,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Nittur,0,1,0,0,0
KARNATAKA,Tumkur,Pavagada,Gowdeti,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,Menasi,0,0,0,0,3
KARNATAKA,Chikmagalur,Kadur,Uligere,0,2,0,0,0
KARNATAKA,Kodagu,Somvarpet,Gonimarur,0,0,0,0,30
KARNATAKA,Tumkur,Tumkur,Thimmarajanahalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Thellohalli Agrahara,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Lakkappanahalli,0,0,0,0,1
KARNATAKA,Chikmagalur,Narasimharajapura,Madaboor,0,5,0,0,0
KARNATAKA,Mandya,Pandavapura,Kadalagere,0,1,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Ragunathapura,0,0,0,0,2
KARNATAKA,Bangalore Rural,Nelamangala,Lakkuru,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Talagavara,0,0,1,0,0
KARNATAKA,Tumkur,Gubbi,Kallur,0,1,0,0,0
KARNATAKA,Tumkur,Gubbi,Cheelanahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Doddakodli,0,0,0,0,7
KARNATAKA,Tumkur,Madhugiri,Kotagaralahalli,0,1,0,0,5
KARNATAKA,Bangalore Rural,Nelamangala,Kenchanapura,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Kattiihosahalli,0,0,0,0,3
KARNATAKA,Bangalore Rural,Dod Ballapur,Banavathi,0,0,2,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Dandiganahalli,0,0,2,0,0
KARNATAKA,Chikmagalur,Narasimharajapura,Sarya,0,2,0,0,0
KARNATAKA,Chikmagalur,Chikmagalur,Kenchenahalli,0,6,0,0,0
KARNATAKA,Chikkaballapura,Chintamani,Gunnahalli,0,1,0,0,0
KARNATAKA,Chikmagalur,Tarikere,Siddlipura,0,1,0,0,0
KARNATAKA,Uttara Kannada,Sirsi,Kalkuni,0,0,0,0,3
KARNATAKA,Tumkur,Madhugiri,G.Agrahara,0,0,0,0,1
KARNATAKA,Tumkur,Tumkur,Manchagondanahalli,0,1,0,0,0
KARNATAKA,Uttara Kannada,Sirsi,Kalgadde Kanchigadde,0,1,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Karnala,0,0,0,0,2
KARNATAKA,Bangalore Rural,Devanahalli,Thimmahalli,0,0,1,0,0
KARNATAKA,Chikmagalur,Chikmagalur,Billenahalli,0,2,0,0,0
KARNATAKA,Tumkur,Madhugiri,Gaddethimmanahalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Thatamachanahalli Amanikere,0,0,1,0,0
KARNATAKA,Belgaum,Soundatti,Aladakatti K.M,0,1,0,0,0
KARNATAKA,Tumkur,Gubbi,Byadagere,0,1,0,0,0
KARNATAKA,Kolar,Srinivaspur,Katara Muddalahalli,0,0,0,1,0
KARNATAKA,Chikmagalur,Kadur,Kariyanahalli,0,1,0,0,0
KARNATAKA,Chikkaballapura,Chintamani,Talagavara,0,1,0,0,0
KARNATAKA,Chikkaballapura,Bagepalli,Jalipigaraipalli,0,0,0,0,2
KARNATAKA,Chikkaballapura,Chintamani,Gownicheruvapalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Virananjipura,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,S.M. Gollahalli,0,0,3,0,0
KARNATAKA,Mandya,Mandya,Rayashettipura,1,0,0,0,0
KARNATAKA,Chikmagalur,Kadur,Kalkere,0,5,0,0,0
KARNATAKA,Mandya,Pandavapura,Chikkamaralli,0,0,1,0,0
KARNATAKA,Chikkaballapura,Chikkaballapura,Avalahalli,0,0,0,0,1
KARNATAKA,Chikkaballapura,Bagepalli,Dasiahgaripalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Dundalli,0,0,0,0,6
KARNATAKA,Chikmagalur,Narasimharajapura,Shimse,0,1,0,0,0
KARNATAKA,Tumkur,Tumkur,Honasigere,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Byranahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Narasimanapalya,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Doddamankanala,0,0,0,0,1
KARNATAKA,Bangalore Rural,Devanahalli,Avathi,0,0,1,0,0
KARNATAKA,Tumkur,Madhugiri,Tummalu,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Kitturu,0,0,0,0,2
KARNATAKA,Bangalore Rural,Nelamangala,Kasaragatta,0,0,0,0,1
KARNATAKA,Chikmagalur,Kadur,Mathigatta,0,2,0,0,0
KARNATAKA,Chikkaballapura,Gudibanda,Jambigemaradahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Devanahalli,Budigere Amanikere,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Dasappanahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Alur,0,0,0,0,1
KARNATAKA,Tumkur,Kunigal,Bettahalli,0,0,1,0,0
KARNATAKA,Chikkaballapura,Chintamani,Kallahalli,0,0,1,0,0
KARNATAKA,Bangalore Rural,Nelamangala,Kuruvel Thimmanahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Devanahalli,Gejjaguppe,0,0,1,0,0
KARNATAKA,Tumkur,Tumkur,Bychanahalli,0,1,0,0,0
KARNATAKA,Tumkur,Gubbi,Settihalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Nelamangala,Hosahalli,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Nimbekatte,0,1,0,0,0
KARNATAKA,Chitradurga,Challakere,Ramasagara,0,1,0,0,0
KARNATAKA,Hassan,Hassan,Machikatte,0,0,0,0,1
KARNATAKA,Mandya,Pandavapura,Shamboonahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Masagodu,0,0,0,0,2
KARNATAKA,Chikmagalur,Narasimharajapura,Bale,0,7,0,0,0
KARNATAKA,Chikkaballapura,Gudibanda,Kariganathammanahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Devanahalli,Vijayapura Amanikere,0,0,1,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Medihalli,0,0,0,0,1
KARNATAKA,Chikmagalur,Tarikere,Gulladamane,0,0,0,0,1
KARNATAKA,Tumkur,Tumkur,Doddasarangi,0,1,0,0,0
KARNATAKA,Mysore,Krishnarajanagara,Alalakuppe,1,0,0,0,0
KARNATAKA,Kodagu,Somvarpet,Hithlukeri,0,0,0,0,4
KARNATAKA,Bangalore Rural,Dod Ballapur,Galibilikote,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Srinivasapura,0,0,0,0,1
KARNATAKA,Chikkaballapura,Chintamani,Yendapalli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Nelamangala,Narayanapura,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Doddachannohalli,0,0,0,0,1
KARNATAKA,Uttara Kannada,Sirsi,Mashigadde,0,5,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Vaddarahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Kottige Machenahalli,0,0,1,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Gummanahalli,0,0,1,0,0
KARNATAKA,Chikmagalur,Mudigere,Mudasasi,0,1,0,0,0
KARNATAKA,Bangalore Rural,Nelamangala,Honnenahalli,0,0,0,0,2
KARNATAKA,Chikmagalur,Chikmagalur,Nallur,0,2,0,0,0
KARNATAKA,Chikmagalur,Chikmagalur,Thiruguna,0,2,0,0,0
KARNATAKA,Tumkur,Gubbi,Harivesandra,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Huralihalli,0,0,0,0,2
KARNATAKA,Chikkaballapura,Chintamani,Annapalli,0,1,0,0,0
KARNATAKA,Bangalore Rural,Nelamangala,Sripathihalli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,Kukkanahalli,0,0,0,0,1
KARNATAKA,Chikkaballapura,Chintamani,Chinnepalli,0,1,0,0,2
KARNATAKA,Tumkur,Gubbi,Boragondanahalli,0,1,0,0,0
KARNATAKA,Kodagu,Somvarpet,Sunti,0,0,0,0,1
KARNATAKA,Mysore,Tirumakudal - Narsipur,Hyakanuru,0,0,0,0,2
KARNATAKA,Bangalore,Bangalore South,Kurubarapalya,0,0,0,0,1
KARNATAKA,Kodagu,Somvarpet,Neergunda,0,0,2,0,0
KARNATAKA,Chikkaballapura,Chintamani,Jogivarihalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Sonnappanahalli,0,1,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Kengalkempohalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Madeswara,0,0,0,0,2
KARNATAKA,Uttara Kannada,Bhatkal,Shirali,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Hosahudya,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Kamalur,0,0,0,0,1
KARNATAKA,Kolar,Bangarapet,Kogilahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Benchanahalli,0,0,0,0,1
KARNATAKA,Chikkaballapura,Chintamani,Diguru,0,0,0,0,2
KARNATAKA,Yadgir,Yadgir,Munderga,0,0,0,0,3
KARNATAKA,Bangalore Rural,Dod Ballapur,Majarahosahalli,0,0,0,0,2
KARNATAKA,Chikkaballapura,Bagepalli,Sujanampalli,0,1,0,0,0
KARNATAKA,Tumkur,Gubbi,Mavinahalli Amanikere,0,1,0,0,0
KARNATAKA,Kolar,Malur,Haromakanahalli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,Vanigarahalli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,Chikkanahalli,0,0,0,0,3
KARNATAKA,Bangalore Rural,Nelamangala,Dodderi,0,0,0,0,2
KARNATAKA,Bangalore Rural,Dod Ballapur,Gundumgere,0,0,1,0,0
KARNATAKA,Tumkur,Kunigal,Naganahalli,0,0,1,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Kuntanahalli,0,0,1,0,0
KARNATAKA,Chikmagalur,Mudigere,Darshana,0,1,0,0,0
KARNATAKA,Chikkaballapura,Bagepalli,Gantamvarapalli  .,0,1,0,0,0
KARNATAKA,Tumkur,Gubbi,Huvinakatte,0,1,0,0,0
KARNATAKA,Tumkur,Pavagada,Rangappanahalli,0,0,0,0,1
KARNATAKA,Mysore,Tirumakudal - Narsipur,Basavanahalli,0,0,0,0,4
KARNATAKA,Mandya,Pandavapura,Honaganahalli,0,2,0,0,0
KARNATAKA,Kolar,Kolar,Yalavara,0,0,0,0,2
KARNATAKA,Bangalore Rural,Nelamangala,Adihosahalli,0,0,0,0,2
KARNATAKA,Kolar,Kolar,Chikkahasala,0,0,0,1,0
KARNATAKA,Bangalore Rural,Nelamangala,Soladevanahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Dod Ballapur,Bommahalli,0,0,0,0,1
KARNATAKA,Tumkur,Gubbi,Ungra,0,1,0,0,0
KARNATAKA,Chikkaballapura,Chikkaballapura,Madhurenahalli,0,0,0,0,1
KARNATAKA,Bangalore Rural,Nelamangala,Halenahalli,0,0,0,0,2
KARNATAKA,Bangalore Rural,Nelamangala,Hanumanthapura,0,0,0,0,1
KERALA,KANNUR,EDAKKAD,PERALASSERY,0,0,1,0,0
KERALA,MALAPPURAM,MALAPPURAM,PONMALA,0,0,1,0,0
KERALA,KASARGOD,KARADUKA,BEDADKA,0,0,2,0,0
KERALA,KASARGOD,Corporation /Municipality,KANHANGAD MUNI,1,1,0,0,0
KERALA,KASARGOD,NEELESWARAM,VALIYAPARAMBA,1,0,0,0,1
KERALA,MALAPPURAM,KONDOTTY,NEDIYIRIPPU,0,1,0,0,0
KERALA,IDUKKI,NEDUMKANDAM,RAJAKUMARI,1,0,0,0,0
KERALA,PALAKKAD,MANNARKKAD,KOTTAPPADOM,0,0,1,0,0
KERALA,IDUKKI,KATTAPPANA,ERATTAYAR,0,0,1,0,0
KERALA,MALAPPURAM,Corporation /Municipality,MALAPPURAM,0,1,0,0,0
KERALA,MALAPPURAM,MALAPPURAM,OTHUKKUNGAL,1,0,0,0,0
KERALA,KOZHIKODE,VADAKARA,ERAMALA,0,0,0,0,1
KERALA,MALAPPURAM,NILAMPUR,POTHUKALLU,0,0,1,0,0
KERALA,WAYANAD,SULTHANBATHERY,MEENANGADI,0,0,1,0,1
KERALA,PALAKKAD,THRITHALA,ANAKKARA,1,0,0,0,0
KERALA,KASARGOD,NEELESWARAM,PILICODE,0,0,1,0,0
KERALA,KANNUR,PAYYANNUR,KARIVELLOOR PERALAM,0,0,0,0,1
KERALA,WAYANAD,SULTHANBATHERY,NOOLPUZHA,0,0,0,0,3
KERALA,KANNUR,IRIKKUR,MALAPPATTAM,0,0,0,0,6
KERALA,MALAPPURAM,MALAPPURAM,KODUR,0,0,1,0,0
KERALA,KANNUR,KUTHUPARAMBA,KOTTAYAM,0,0,1,0,0
KERALA,KOZHIKODE,THUNERY,PURAMERI,1,0,0,0,0
KERALA,KASARGOD,Corporation /Municipality,NEELESWARAM,1,0,0,0,0
KERALA,MALAPPURAM,VENGARA,OORAKAM,0,2,2,0,0
KERALA,MALAPPURAM,NILAMPUR,EDAKKARA,0,0,1,0,1
KERALA,KANNUR,KALLIASSERY,CHERUKUNNU,0,0,6,0,0
MADHYA PRADESH,shajapur,Mbarodiya,chouki hidayatpur,0,0,0,0,2
MADHYA PRADESH,ANUPPUR,KOTMA,MAJHAULI,0,1,0,0,0
MADHYA PRADESH,ANUPPUR,KOTMA,LAHSUI,0,0,0,0,1
MADHYA PRADESH,Chhindwara,chourai,bagdari,0,0,0,0,1
MADHYA PRADESH,SIDHI,KUSMI,SAJADOL,0,0,0,0,1
MADHYA PRADESH,Raisen,Begumganj,khairpur,0,1,0,0,0
MADHYA PRADESH,Dindori,shapura,Dhangaon,0,1,0,0,0
MADHYA PRADESH,Chhindwara,junnardeo,madni,1,4,0,0,0
MADHYA PRADESH,Tikamgarh,BALDEVGARH,BHITARWAR,0,3,0,3,0
MADHYA PRADESH,Panna,Ajaigarh,Moukachh,0,1,0,0,0
MADHYA PRADESH,khandwa,punasa,bangradaa,0,0,1,0,1
MADHYA PRADESH,BALAGHAT,KIRNAPUR,KUNDE,0,1,0,0,0
MADHYA PRADESH,Shivpuri,Kolaras,Kumrauya,0,0,0,0,24
MADHYA PRADESH,ANUPPUR,KOTMA,THAN GAWN,0,4,0,0,0
MADHYA PRADESH,ANUPPUR,KOTMA,MAUHARI KHURD,0,0,0,0,1
MADHYA PRADESH,BALAGHAT,KIRNAPUR,POUNI,3,0,0,0,0
MADHYA PRADESH,SIDHI,MAJHAULI,CHANDEHIDOL,0,0,0,0,1
MADHYA PRADESH,ANUPPUR,JAITHARI,CHANDPUR,0,0,0,0,1
MADHYA PRADESH,khandwa,punasa,mathela,0,0,1,0,0
MADHYA PRADESH,BETUL,GHODADONGRI,BIJADEHIVAN GRAM,0,1,1,2,1
MADHYA PRADESH,khandwa,punasa,boradad raiyyat,0,0,2,0,0
MADHYA PRADESH,ANUPPUR,KOTMA,NIMHA,0,1,0,0,0
MADHYA PRADESH,SIDHI,KUSMI,AMROLA,0,0,0,0,1
MADHYA PRADESH,SIDHI,KUSMI,JOORI,0,0,0,0,1
MADHYA PRADESH,ANUPPUR,PUSHPRAJGARH,CHANDANIYA,3,0,0,0,0
MADHYA PRADESH,SIDHI,KUSMI,CHOKARI,0,0,0,0,1
MADHYA PRADESH,khandwa,punasa,atut khas,0,0,2,0,0
MADHYA PRADESH,SIDHI,MAJHAULI,CHAMRADOL,0,0,0,0,1
MADHYA PRADESH,Alirajpur,Katthiwada,RATHODI,0,1,0,0,0
MADHYA PRADESH,BETUL,ATHNER,MATKA VAN GRAM,0,1,0,0,0
MADHYA PRADESH,khandwa,punasa,sulgaon,0,0,1,0,0
MADHYA PRADESH,JABALPUR,SHAHPURA,PTI CHARGWAN,0,0,0,0,1
MADHYA PRADESH,ANUPPUR,ANUPPUR,REUNDA,0,0,0,0,2
MADHYA PRADESH,ANUPPUR,JAITHARI,GAURELA,0,0,0,0,2
MADHYA PRADESH,DAMOH,PATAHARIA,BAMORI BARKHEDA,0,1,0,0,0
MADHYA PRADESH,khandwa,harsud,bediyav,0,0,2,0,0
MADHYA PRADESH,shajapur,shajapur,badodiya indore,0,0,0,0,1
MADHYA PRADESH,khandwa,Chhagaon Makhan,banjari,0,0,1,0,0
MADHYA PRADESH,SIDHI,SIDHI,SAREDI,1,0,0,0,0
MADHYA PRADESH,Raisen,Begumganj,ghana kala,0,3,0,0,0
